task_slug,task_name,category,model,score,avg_input_tokens,avg_output_tokens,wall_sec,n_requests,total_input_tokens,total_output_tokens,avg_latency_ms
phonological-alternation-harmony-obs-learning,phonological_alternation_harmony_obs_learning,Observational Learning,DeepSeek V3.2,0.75,,,,,,,
phonological-alternation-harmony-obs-learning,phonological_alternation_harmony_obs_learning,Observational Learning,GLM-5,1.0,,,,,,,
phonological-alternation-harmony-obs-learning,phonological_alternation_harmony_obs_learning,Observational Learning,GPT-5.4,0.5,,,,,,,
phonological-alternation-harmony-obs-learning,phonological_alternation_harmony_obs_learning,Observational Learning,GPT-5.4 mini,1.0,,,,,,,
phonological-alternation-harmony-obs-learning,phonological_alternation_harmony_obs_learning,Observational Learning,GPT-5.4 nano,0.25,,,,,,,
phonological-alternation-harmony-obs-learning,phonological_alternation_harmony_obs_learning,Observational Learning,Gemini 2.5 Flash,1.0,,,,,,,
phonological-alternation-harmony-obs-learning,phonological_alternation_harmony_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.5,,,,,,,
phonological-alternation-harmony-obs-learning,phonological_alternation_harmony_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
phonological-alternation-harmony-obs-learning,phonological_alternation_harmony_obs_learning,Observational Learning,Gemma 4 26B A4B,0.5,,,,,,,
phonological-alternation-harmony-obs-learning,phonological_alternation_harmony_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,0.5,,,,,,,
phonological-alternation-harmony-obs-learning,phonological_alternation_harmony_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,1.0,,,,,,,
pipeline-hazard-stall-counting-obs-learning,pipeline_hazard_stall_counting_obs_learning,Observational Learning,Claude Haiku 4.5,0.0,,,,,,,
pipeline-hazard-stall-counting-obs-learning,pipeline_hazard_stall_counting_obs_learning,Observational Learning,Claude Opus 4.6,0.0,,,,,,,
pipeline-hazard-stall-counting-obs-learning,pipeline_hazard_stall_counting_obs_learning,Observational Learning,Claude Sonnet 4.6,0.0,,,,,,,
pipeline-hazard-stall-counting-obs-learning,pipeline_hazard_stall_counting_obs_learning,Observational Learning,DeepSeek V3.2,0.5,,,,,,,
pipeline-hazard-stall-counting-obs-learning,pipeline_hazard_stall_counting_obs_learning,Observational Learning,GLM-5,1.0,,,,,,,
pipeline-hazard-stall-counting-obs-learning,pipeline_hazard_stall_counting_obs_learning,Observational Learning,GPT-5.4,0.0,,,,,,,
pipeline-hazard-stall-counting-obs-learning,pipeline_hazard_stall_counting_obs_learning,Observational Learning,GPT-5.4 mini,0.0,,,,,,,
pipeline-hazard-stall-counting-obs-learning,pipeline_hazard_stall_counting_obs_learning,Observational Learning,GPT-5.4 nano,0.0,1645.0,32.0,1.54,1,1645,32,723.0
pipeline-hazard-stall-counting-obs-learning,pipeline_hazard_stall_counting_obs_learning,Observational Learning,Gemini 2.5 Flash,0.25,,,,,,,
pipeline-hazard-stall-counting-obs-learning,pipeline_hazard_stall_counting_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.0,,,,,,,
pipeline-hazard-stall-counting-obs-learning,pipeline_hazard_stall_counting_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
pipeline-hazard-stall-counting-obs-learning,pipeline_hazard_stall_counting_obs_learning,Observational Learning,Gemma 4 26B A4B,0.0,,,,,,,
pipeline-hazard-stall-counting-obs-learning,pipeline_hazard_stall_counting_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,0.0,,,,,,,
pipeline-hazard-stall-counting-obs-learning,pipeline_hazard_stall_counting_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,0.25,,,,,,,
positional-encode-concept-learning,positional_encode_concept_learning,Concept Formation,Claude Haiku 4.5,0.2,,,,,,,
positional-encode-concept-learning,positional_encode_concept_learning,Concept Formation,Claude Opus 4.6,0.1,1520.2,50.9,50.36,20,30404,1017,2213.9
positional-encode-concept-learning,positional_encode_concept_learning,Concept Formation,Claude Sonnet 4.6,0.22,,,,,,,
positional-encode-concept-learning,positional_encode_concept_learning,Concept Formation,DeepSeek V3.2,0.1,,,,,,,
positional-encode-concept-learning,positional_encode_concept_learning,Concept Formation,GLM-5,0.25,,,,,,,
positional-encode-concept-learning,positional_encode_concept_learning,Concept Formation,GPT-5.4,0.6000000000000001,,,,,,,
positional-encode-concept-learning,positional_encode_concept_learning,Concept Formation,GPT-5.4 mini,0.0,,,,,,,
positional-encode-concept-learning,positional_encode_concept_learning,Concept Formation,GPT-5.4 nano,0.13,,,,,,,
positional-encode-concept-learning,positional_encode_concept_learning,Concept Formation,Gemini 2.5 Flash,0.75,,,,,,,
positional-encode-concept-learning,positional_encode_concept_learning,Concept Formation,Gemini 3.1 Flash-Lite Preview,0.25,,,,,,,
positional-encode-concept-learning,positional_encode_concept_learning,Concept Formation,Gemini 3.1 Pro Preview,0.96,,,,,,,
positional-encode-concept-learning,positional_encode_concept_learning,Concept Formation,Gemma 4 26B A4B,0.44,,,,,,,
positional-encode-concept-learning,positional_encode_concept_learning,Concept Formation,Qwen 3 Next 80B Instruct,0.19,,,,,,,
positional-encode-concept-learning,positional_encode_concept_learning,Concept Formation,Qwen 3 Next 80B Thinking,0.25,,,,,,,
positional-mapping-concept-learning,positional_mapping_concept_learning,Concept Formation,Claude Haiku 4.5,0.4,,,,,,,
positional-mapping-concept-learning,positional_mapping_concept_learning,Concept Formation,Claude Opus 4.6,0.4,,,,,,,
positional-mapping-concept-learning,positional_mapping_concept_learning,Concept Formation,Claude Sonnet 4.6,1.0,,,,,,,
positional-mapping-concept-learning,positional_mapping_concept_learning,Concept Formation,DeepSeek V3.2,0.0,,,,,,,
positional-mapping-concept-learning,positional_mapping_concept_learning,Concept Formation,GLM-5,1.0,,,,,,,
positional-mapping-concept-learning,positional_mapping_concept_learning,Concept Formation,GPT-5.4,0.7272727272727273,,,,,,,
positional-mapping-concept-learning,positional_mapping_concept_learning,Concept Formation,GPT-5.4 mini,0.25,,,,,,,
positional-mapping-concept-learning,positional_mapping_concept_learning,Concept Formation,GPT-5.4 nano,0.2272727272727273,,,,,,,
positional-mapping-concept-learning,positional_mapping_concept_learning,Concept Formation,Gemini 2.5 Flash,1.0,320.8,14.4,34.65,5,1604,72,5792.0
positional-mapping-concept-learning,positional_mapping_concept_learning,Concept Formation,Gemini 3.1 Flash-Lite Preview,0.4727272727272727,,,,,,,
positional-mapping-concept-learning,positional_mapping_concept_learning,Concept Formation,Gemini 3.1 Pro Preview,1.0,,,,,,,
positional-mapping-concept-learning,positional_mapping_concept_learning,Concept Formation,Gemma 4 26B A4B,0.2,,,,,,,
positional-mapping-concept-learning,positional_mapping_concept_learning,Concept Formation,Qwen 3 Next 80B Instruct,0.4545454545454546,,,,,,,
positional-mapping-concept-learning,positional_mapping_concept_learning,Concept Formation,Qwen 3 Next 80B Thinking,0.9454545454545454,,,,,,,
prentova-allomorphy-wugtest-lang-learning,prentova_allomorphy_wugtest_lang_learning,Language Learning,Claude Haiku 4.5,0.4,4621.6,433.4,62.06,16,73945,6934,3580.4
prentova-allomorphy-wugtest-lang-learning,prentova_allomorphy_wugtest_lang_learning,Language Learning,Claude Opus 4.6,0.4,,,,,,,
prentova-allomorphy-wugtest-lang-learning,prentova_allomorphy_wugtest_lang_learning,Language Learning,Claude Sonnet 4.6,0.30000000000000004,,,,,,,
prentova-allomorphy-wugtest-lang-learning,prentova_allomorphy_wugtest_lang_learning,Language Learning,DeepSeek V3.2,0.30000000000000004,,,,,,,
prentova-allomorphy-wugtest-lang-learning,prentova_allomorphy_wugtest_lang_learning,Language Learning,GLM-5,0.6142857142857143,,,,,,,
prentova-allomorphy-wugtest-lang-learning,prentova_allomorphy_wugtest_lang_learning,Language Learning,GPT-5.4,0.44285714285714284,,,,,,,
prentova-allomorphy-wugtest-lang-learning,prentova_allomorphy_wugtest_lang_learning,Language Learning,GPT-5.4 mini,0.4785714285714286,,,,,,,
prentova-allomorphy-wugtest-lang-learning,prentova_allomorphy_wugtest_lang_learning,Language Learning,GPT-5.4 nano,0.49285714285714294,,,,,,,
prentova-allomorphy-wugtest-lang-learning,prentova_allomorphy_wugtest_lang_learning,Language Learning,Gemini 2.5 Flash,0.6142857142857143,,,,,,,
prentova-allomorphy-wugtest-lang-learning,prentova_allomorphy_wugtest_lang_learning,Language Learning,Gemini 3.1 Flash-Lite Preview,0.6535714285714286,,,,,,,
prentova-allomorphy-wugtest-lang-learning,prentova_allomorphy_wugtest_lang_learning,Language Learning,Gemini 3.1 Pro Preview,0.7428571428571429,,,,,,,
prentova-allomorphy-wugtest-lang-learning,prentova_allomorphy_wugtest_lang_learning,Language Learning,Gemma 4 26B A4B,0.4571428571428572,,,,,,,
prentova-allomorphy-wugtest-lang-learning,prentova_allomorphy_wugtest_lang_learning,Language Learning,Qwen 3 Next 80B Instruct,0.18571428571428572,,,,,,,
prentova-allomorphy-wugtest-lang-learning,prentova_allomorphy_wugtest_lang_learning,Language Learning,Qwen 3 Next 80B Thinking,1.0,,,,,,,
product-hotcold-rf-learning,product_hotcold_rf_learning,Reinforcement Learning,Claude Haiku 4.5,1.0,,,,,,,
product-hotcold-rf-learning,product_hotcold_rf_learning,Reinforcement Learning,Claude Opus 4.6,0.8969,,,,,,,
product-hotcold-rf-learning,product_hotcold_rf_learning,Reinforcement Learning,Claude Sonnet 4.6,0.8313,,,,,,,
product-hotcold-rf-learning,product_hotcold_rf_learning,Reinforcement Learning,DeepSeek V3.2,0.1455,,,,,,,
product-hotcold-rf-learning,product_hotcold_rf_learning,Reinforcement Learning,GLM-5,0.8969,,,,,,,
product-hotcold-rf-learning,product_hotcold_rf_learning,Reinforcement Learning,GPT-5.4,1.0,,,,,,,
product-hotcold-rf-learning,product_hotcold_rf_learning,Reinforcement Learning,GPT-5.4 mini,1.0,,,,,,,
product-hotcold-rf-learning,product_hotcold_rf_learning,Reinforcement Learning,GPT-5.4 nano,0.1636,3365.9,149.0,54.91,32,107710,4768,1436.2
product-hotcold-rf-learning,product_hotcold_rf_learning,Reinforcement Learning,Gemini 2.5 Flash,0.1909,,,,,,,
product-hotcold-rf-learning,product_hotcold_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,0.9625,,,,,,,
product-hotcold-rf-learning,product_hotcold_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
product-hotcold-rf-learning,product_hotcold_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,0.1818,,,,,,,
product-hotcold-rf-learning,product_hotcold_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.1818,,,,,,,
product-hotcold-rf-learning,product_hotcold_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,0.9531,,,,,,,
pushdown-automaton-inference-obs-learning,pushdown_automaton_inference_obs_learning,Observational Learning,Claude Haiku 4.5,0.5,,,,,,,
pushdown-automaton-inference-obs-learning,pushdown_automaton_inference_obs_learning,Observational Learning,Claude Opus 4.6,0.75,,,,,,,
pushdown-automaton-inference-obs-learning,pushdown_automaton_inference_obs_learning,Observational Learning,Claude Sonnet 4.6,0.75,,,,,,,
pushdown-automaton-inference-obs-learning,pushdown_automaton_inference_obs_learning,Observational Learning,DeepSeek V3.2,0.5,,,,,,,
pushdown-automaton-inference-obs-learning,pushdown_automaton_inference_obs_learning,Observational Learning,GLM-5,1.0,,,,,,,
pushdown-automaton-inference-obs-learning,pushdown_automaton_inference_obs_learning,Observational Learning,GPT-5.4,0.75,,,,,,,
pushdown-automaton-inference-obs-learning,pushdown_automaton_inference_obs_learning,Observational Learning,GPT-5.4 mini,1.0,,,,,,,
pushdown-automaton-inference-obs-learning,pushdown_automaton_inference_obs_learning,Observational Learning,GPT-5.4 nano,0.75,,,,,,,
pushdown-automaton-inference-obs-learning,pushdown_automaton_inference_obs_learning,Observational Learning,Gemini 2.5 Flash,1.0,,,,,,,
pushdown-automaton-inference-obs-learning,pushdown_automaton_inference_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,1.0,,,,,,,
pushdown-automaton-inference-obs-learning,pushdown_automaton_inference_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
pushdown-automaton-inference-obs-learning,pushdown_automaton_inference_obs_learning,Observational Learning,Gemma 4 26B A4B,0.75,280.0,25.0,1.89,1,280,25,822.0
pushdown-automaton-inference-obs-learning,pushdown_automaton_inference_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,1.0,,,,,,,
pushdown-automaton-inference-obs-learning,pushdown_automaton_inference_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,1.0,,,,,,,
quadratic-root-rf-learning,quadratic_root_rf_learning,Reinforcement Learning,Claude Haiku 4.5,1.0,,,,,,,
quadratic-root-rf-learning,quadratic_root_rf_learning,Reinforcement Learning,Claude Opus 4.6,1.0,,,,,,,
quadratic-root-rf-learning,quadratic_root_rf_learning,Reinforcement Learning,Claude Sonnet 4.6,1.0,,,,,,,
quadratic-root-rf-learning,quadratic_root_rf_learning,Reinforcement Learning,DeepSeek V3.2,0.982,,,,,,,
quadratic-root-rf-learning,quadratic_root_rf_learning,Reinforcement Learning,GLM-5,1.0,,,,,,,
quadratic-root-rf-learning,quadratic_root_rf_learning,Reinforcement Learning,GPT-5.4,0.982,291.0,14.7,9.22,9,2619,132,889.8
quadratic-root-rf-learning,quadratic_root_rf_learning,Reinforcement Learning,GPT-5.4 mini,0.1845,,,,,,,
quadratic-root-rf-learning,quadratic_root_rf_learning,Reinforcement Learning,GPT-5.4 nano,0.1845,,,,,,,
quadratic-root-rf-learning,quadratic_root_rf_learning,Reinforcement Learning,Gemini 2.5 Flash,1.0,,,,,,,
quadratic-root-rf-learning,quadratic_root_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,1.0,,,,,,,
quadratic-root-rf-learning,quadratic_root_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
quadratic-root-rf-learning,quadratic_root_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,0.847,,,,,,,
quadratic-root-rf-learning,quadratic_root_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.1974,,,,,,,
quadratic-root-rf-learning,quadratic_root_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,1.0,,,,,,,
recurrence-second-order-rf-learning,recurrence_second_order_rf_learning,Reinforcement Learning,Claude Haiku 4.5,0.2,,,,,,,
recurrence-second-order-rf-learning,recurrence_second_order_rf_learning,Reinforcement Learning,Claude Opus 4.6,0.9827,,,,,,,
recurrence-second-order-rf-learning,recurrence_second_order_rf_learning,Reinforcement Learning,Claude Sonnet 4.6,0.9827,,,,,,,
recurrence-second-order-rf-learning,recurrence_second_order_rf_learning,Reinforcement Learning,DeepSeek V3.2,0.9481,,,,,,,
recurrence-second-order-rf-learning,recurrence_second_order_rf_learning,Reinforcement Learning,GLM-5,1.0,,,,,,,
recurrence-second-order-rf-learning,recurrence_second_order_rf_learning,Reinforcement Learning,GPT-5.4,0.9654,,,,,,,
recurrence-second-order-rf-learning,recurrence_second_order_rf_learning,Reinforcement Learning,GPT-5.4 mini,0.2,1009.8,25.1,23.38,32,32313,804,628.8
recurrence-second-order-rf-learning,recurrence_second_order_rf_learning,Reinforcement Learning,GPT-5.4 nano,0.2,,,,,,,
recurrence-second-order-rf-learning,recurrence_second_order_rf_learning,Reinforcement Learning,Gemini 2.5 Flash,0.2,,,,,,,
recurrence-second-order-rf-learning,recurrence_second_order_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,0.9,,,,,,,
recurrence-second-order-rf-learning,recurrence_second_order_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,0.974,,,,,,,
recurrence-second-order-rf-learning,recurrence_second_order_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,0.95,,,,,,,
recurrence-second-order-rf-learning,recurrence_second_order_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.05,,,,,,,
recurrence-second-order-rf-learning,recurrence_second_order_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,0.9,,,,,,,
regex-intersection-membership-obs-learning,regex_intersection_membership_obs_learning,Observational Learning,Claude Haiku 4.5,1.0,,,,,,,
regex-intersection-membership-obs-learning,regex_intersection_membership_obs_learning,Observational Learning,Claude Opus 4.6,0.75,,,,,,,
regex-intersection-membership-obs-learning,regex_intersection_membership_obs_learning,Observational Learning,Claude Sonnet 4.6,1.0,,,,,,,
regex-intersection-membership-obs-learning,regex_intersection_membership_obs_learning,Observational Learning,DeepSeek V3.2,0.75,,,,,,,
regex-intersection-membership-obs-learning,regex_intersection_membership_obs_learning,Observational Learning,GLM-5,1.0,,,,,,,
regex-intersection-membership-obs-learning,regex_intersection_membership_obs_learning,Observational Learning,GPT-5.4,1.0,,,,,,,
regex-intersection-membership-obs-learning,regex_intersection_membership_obs_learning,Observational Learning,GPT-5.4 mini,0.75,,,,,,,
regex-intersection-membership-obs-learning,regex_intersection_membership_obs_learning,Observational Learning,GPT-5.4 nano,0.25,,,,,,,
regex-intersection-membership-obs-learning,regex_intersection_membership_obs_learning,Observational Learning,Gemini 2.5 Flash,0.75,322.0,28.0,66.33,1,322,28,65339.0
regex-intersection-membership-obs-learning,regex_intersection_membership_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.75,,,,,,,
regex-intersection-membership-obs-learning,regex_intersection_membership_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
regex-intersection-membership-obs-learning,regex_intersection_membership_obs_learning,Observational Learning,Gemma 4 26B A4B,1.0,,,,,,,
regex-intersection-membership-obs-learning,regex_intersection_membership_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,0.0,,,,,,,
regex-intersection-membership-obs-learning,regex_intersection_membership_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,1.0,,,,,,,
register-machine-trace-obs-learning,register_machine_trace_obs_learning,Observational Learning,Claude Haiku 4.5,0.0,,,,,,,
register-machine-trace-obs-learning,register_machine_trace_obs_learning,Observational Learning,Claude Opus 4.6,0.25,,,,,,,
register-machine-trace-obs-learning,register_machine_trace_obs_learning,Observational Learning,Claude Sonnet 4.6,0.0,6834.0,164.0,2.71,1,6834,164,1926.0
register-machine-trace-obs-learning,register_machine_trace_obs_learning,Observational Learning,DeepSeek V3.2,0.0,,,,,,,
register-machine-trace-obs-learning,register_machine_trace_obs_learning,Observational Learning,GLM-5,0.75,,,,,,,
register-machine-trace-obs-learning,register_machine_trace_obs_learning,Observational Learning,GPT-5.4,0.0,,,,,,,
register-machine-trace-obs-learning,register_machine_trace_obs_learning,Observational Learning,GPT-5.4 mini,0.0,,,,,,,
